0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4.532,1.377,11.0,4.944,6.8,0.753,6.61,4.674,0.935,58.184,0.623,0.25,0.604,0.042,0.042,0.896,0.917,10.083,2.245,3
4.515,1.369,14.444,6.2,7.347,0.535,8.62,6.096,0.887,38.883,0.604,0.338,0.471,0.07,0.07,0.656,0.642,21.811,3.302,2
4.594,1.396,10.429,4.945,6.997,0.462,11.173,7.9,0.879,40.626,0.632,0.304,0.496,0.054,0.054,0.572,0.473,25.08,3.541,2
4.899,1.5,15.231,8.05,9.593,0.601,8.457,5.98,0.904,44.86,0.641,0.283,0.472,0.071,0.071,0.701,0.667,16.0,2.828,1
4.431,1.367,10.9,4.791,6.21,0.734,7.663,5.418,0.934,62.078,0.651,0.338,0.479,0.056,0.056,0.761,0.75,13.5,2.598,4
4.471,1.321,7.48,2.913,5.189,0.594,8.117,5.74,0.9,42.524,0.658,0.317,0.472,0.065,0.065,0.707,0.718,20.103,3.17,3
4.451,1.392,10.2,4.815,6.135,0.667,4.761,3.367,0.897,30.669,0.608,0.29,0.677,0.0,0.0,0.806,0.667,4.0,1.414,3
4.087,1.213,10.455,2.801,4.174,0.504,7.649,5.409,0.874,33.012,0.626,0.354,0.507,0.056,0.056,0.576,0.608,18.843,3.069,3
4.516,1.27,11.233,3.777,6.766,0.593,10.895,7.704,0.91,53.802,0.617,0.317,0.529,0.053,0.053,0.716,0.682,30.682,3.917,4
4.105,1.294,14.3,5.253,5.035,0.622,7.443,5.263,0.904,42.487,0.559,0.375,0.438,0.063,0.063,0.725,0.7,14.7,2.711,2
4.74,1.383,19.583,8.367,9.14,0.668,10.242,7.242,0.926,63.385,0.664,0.237,0.487,0.103,0.103,0.795,0.865,27.676,3.72,1
4.702,1.25,8.267,2.384,6.854,0.742,8.262,5.842,0.938,68.499,0.653,0.37,0.506,0.049,0.049,0.802,0.833,20.833,3.227,3
4.68,1.36,8.333,3.708,6.762,0.704,7.871,5.566,0.927,57.116,0.648,0.272,0.593,0.012,0.012,0.802,0.773,13.136,2.563,4
4.724,1.433,15.278,7.275,8.62,0.618,10.251,7.249,0.914,54.84,0.658,0.32,0.442,0.083,0.083,0.729,0.672,26.224,3.621,1
4.581,1.38,10.75,4.885,7.011,0.783,8.893,6.288,0.95,87.046,0.628,0.309,0.556,0.037,0.037,0.901,0.88,19.36,3.111,4
4.326,1.295,8.25,2.914,4.75,0.629,7.224,5.108,0.905,42.086,0.621,0.366,0.512,0.037,0.037,0.683,0.667,13.333,2.582,3
4.946,1.531,16.25,8.811,9.978,0.708,8.069,5.706,0.929,59.138,0.638,0.301,0.518,0.06,0.06,0.831,0.88,19.36,3.111,4
4.973,1.391,9.167,4.398,8.719,0.709,7.437,5.259,0.927,55.214,0.736,0.272,0.617,0.025,0.025,0.753,0.773,13.136,2.563,3
4.861,1.458,15.688,7.734,9.435,0.61,9.657,6.829,0.91,51.12,0.602,0.225,0.629,0.02,0.02,0.722,0.824,23.059,3.395,5
5.278,1.598,12.125,7.994,11.212,0.608,8.472,5.991,0.906,45.778,0.655,0.236,0.606,0.016,0.016,0.724,0.733,16.133,2.84,5
4.139,1.217,9.765,2.577,4.262,0.699,9.003,6.366,0.93,63.049,0.59,0.265,0.541,0.071,0.071,0.847,0.846,18.615,3.051,4
4.557,1.321,15.143,5.901,7.671,0.698,7.188,5.082,0.923,51.548,0.594,0.175,0.73,0.016,0.016,0.825,1.0,11.0,2.345,4
4.525,1.317,9.182,3.53,6.224,0.752,7.562,5.347,0.938,65.95,0.723,0.288,0.384,0.096,0.096,0.836,0.81,13.762,2.623,4
4.671,1.424,26.333,11.484,9.139,0.528,9.394,6.643,0.889,41.072,0.611,0.306,0.523,0.083,0.083,0.674,0.678,27.119,3.682,1
4.842,1.429,13.783,6.648,9.072,0.603,10.728,7.586,0.912,54.451,0.634,0.313,0.567,0.045,0.045,0.697,0.73,33.587,4.098,5
5.025,1.593,13.5,8.468,10.045,0.741,6.667,4.714,0.932,55.859,0.716,0.224,0.638,0.069,0.069,0.776,0.846,9.308,2.157,4
4.353,1.294,9.333,3.315,5.319,0.599,9.512,6.726,0.907,49.152,0.615,0.323,0.426,0.058,0.058,0.71,0.68,23.12,3.4,3
4.933,1.466,13.545,6.997,9.54,0.624,10.775,7.619,0.917,57.937,0.654,0.287,0.554,0.051,0.051,0.738,0.75,31.5,3.969,5
4.683,1.475,13.333,7.015,8.113,0.633,9.812,6.938,0.917,55.258,0.637,0.268,0.471,0.072,0.072,0.771,0.707,20.512,3.203,1
4.724,1.456,10.889,5.835,7.844,0.602,10.323,7.299,0.911,52.8,0.639,0.282,0.574,0.053,0.053,0.745,0.811,34.887,4.177,5
4.669,1.408,15.778,7.183,8.377,0.697,8.308,5.875,0.927,58.538,0.641,0.319,0.484,0.055,0.055,0.791,0.828,19.862,3.151,2
4.308,1.317,13.0,5.024,5.96,0.702,7.158,5.062,0.924,52.01,0.606,0.27,0.524,0.063,0.063,0.81,0.882,13.235,2.572,2
4.668,1.386,12.862,5.782,7.944,0.544,10.511,7.432,0.897,46.403,0.622,0.328,0.534,0.073,0.073,0.651,0.737,41.263,4.542,5
4.726,1.377,12.837,5.663,8.268,0.574,13.492,9.541,0.912,59.795,0.629,0.314,0.476,0.104,0.104,0.72,0.679,50.239,5.012,5
4.773,1.42,14.875,6.969,8.844,0.723,7.884,5.575,0.932,61.092,0.63,0.347,0.56,0.08,0.08,0.8,0.962,24.038,3.467,4
4.254,1.27,14.222,4.937,5.856,0.5,8.0,5.657,0.875,33.964,0.633,0.395,0.414,0.062,0.062,0.586,0.453,13.141,2.563,5
4.242,1.305,15.833,5.987,6.001,0.674,6.566,4.643,0.913,43.789,0.611,0.345,0.431,0.069,0.069,0.776,0.9,16.2,2.846,2
4.678,1.389,11.462,5.273,7.72,0.718,8.766,6.198,0.934,65.944,0.644,0.281,0.552,0.052,0.052,0.844,0.889,21.333,3.266,5
4.538,1.412,10.818,5.288,6.785,0.597,6.509,4.602,0.892,35.184,0.672,0.25,0.637,0.013,0.013,0.662,0.6,7.2,1.897,3
4.605,1.434,19.0,8.744,8.339,0.664,8.192,5.793,0.919,52.107,0.599,0.275,0.516,0.066,0.066,0.769,0.88,19.36,3.111,2
4.316,1.251,15.417,5.188,6.364,0.514,9.878,6.985,0.887,41.309,0.595,0.377,0.482,0.059,0.059,0.641,0.735,44.831,4.735,2
4.411,1.355,13.778,5.77,6.667,0.685,7.633,5.398,0.922,52.266,0.629,0.282,0.474,0.077,0.077,0.782,0.818,14.727,2.714,2
4.819,1.419,9.545,4.877,7.989,0.648,6.636,4.692,0.907,40.981,0.657,0.275,0.565,0.058,0.058,0.71,0.842,13.474,2.596,4
4.657,1.381,11.167,5.056,7.534,0.672,7.775,5.498,0.919,50.871,0.679,0.319,0.484,0.055,0.055,0.758,0.69,13.793,2.626,2
4.495,1.447,19.208,8.974,7.739,0.462,9.92,7.015,0.874,37.227,0.612,0.358,0.404,0.103,0.103,0.567,0.545,29.95,3.87,1
4.453,1.372,17.2,7.309,7.33,0.616,8.082,5.715,0.906,44.928,0.616,0.302,0.481,0.075,0.075,0.755,0.844,22.781,3.375,1
4.503,1.318,10.786,4.167,6.584,0.689,8.463,5.985,0.926,57.847,0.722,0.321,0.541,0.046,0.046,0.743,0.714,17.857,2.988,3
4.091,1.227,10.353,2.929,4.168,0.574,7.613,5.383,0.893,38.352,0.597,0.305,0.457,0.076,0.076,0.648,0.656,13.781,2.625,2
4.66,1.365,16.667,7.017,8.427,0.63,8.91,6.3,0.913,50.623,0.6,0.242,0.558,0.058,0.058,0.742,0.828,19.862,3.151,1
4.908,1.531,17.333,9.233,9.877,0.654,10.543,7.455,0.924,62.079,0.635,0.303,0.467,0.085,0.085,0.758,0.76,28.88,3.8,1
4.385,1.297,8.273,2.937,5.088,0.637,6.08,4.299,0.9,36.604,0.615,0.268,0.518,0.054,0.054,0.732,0.667,6.667,1.826,3
4.518,1.3,11.0,4.04,6.721,0.555,10.074,7.123,0.898,46.029,0.621,0.322,0.541,0.073,0.073,0.693,0.773,39.409,4.439,4
4.894,1.458,9.414,5.284,8.363,0.615,10.168,7.19,0.913,54.077,0.67,0.29,0.579,0.071,0.071,0.678,0.679,24.453,3.497,3
4.588,1.487,17.607,8.821,8.121,0.379,8.422,5.955,0.844,28.228,0.621,0.288,0.464,0.085,0.085,0.461,0.477,20.045,3.166,1
4.601,1.423,11.614,5.73,7.326,0.526,13.525,9.564,0.901,53.258,0.642,0.261,0.562,0.089,0.089,0.652,0.667,49.333,4.967,5
4.462,1.319,11.9,4.619,6.612,0.697,7.609,5.38,0.925,54.197,0.63,0.24,0.48,0.093,0.093,0.773,0.833,12.5,2.5,2
4.53,1.351,14.231,5.906,7.396,0.724,9.852,6.966,0.938,74.38,0.67,0.25,0.613,0.04,0.04,0.815,0.871,23.516,3.429,5
4.456,1.31,10.333,3.904,6.198,0.601,9.462,6.69,0.908,49.147,0.617,0.333,0.549,0.059,0.059,0.706,0.647,21.353,3.267,4
4.413,1.327,7.895,3.144,5.077,0.553,6.777,4.792,0.882,32.995,0.733,0.3,0.464,0.091,0.091,0.6,0.545,9.818,2.216,3
5.174,1.581,9.556,6.797,9.976,0.581,5.392,3.812,0.878,28.219,0.64,0.236,0.745,0.0,0.0,0.673,0.538,3.769,1.373,3
4.948,1.493,13.304,7.222,9.583,0.601,10.519,7.438,0.911,53.466,0.693,0.264,0.533,0.042,0.042,0.689,0.661,24.446,3.496,1
4.497,1.324,13.214,5.191,7.055,0.557,7.573,5.355,0.888,36.68,0.616,0.333,0.482,0.079,0.079,0.658,0.658,16.447,2.868,1
4.588,1.403,17.633,7.838,8.122,0.495,11.391,8.055,0.888,44.128,0.594,0.306,0.443,0.096,0.096,0.65,0.625,37.5,4.33,2
4.599,1.331,12.4,4.948,7.478,0.519,10.007,7.076,0.889,42.206,0.599,0.314,0.516,0.049,0.049,0.601,0.586,24.014,3.465,5
4.358,1.368,17.667,7.442,6.845,0.679,6.993,4.945,0.917,47.288,0.642,0.324,0.485,0.074,0.074,0.779,0.818,14.727,2.714,2
4.304,1.316,22.727,8.802,6.914,0.516,8.159,5.769,0.88,35.695,0.58,0.303,0.538,0.048,0.048,0.655,0.773,26.273,3.624,2
4.802,1.41,21.842,9.562,9.642,0.513,10.456,7.393,0.889,43.095,0.634,0.293,0.46,0.122,0.122,0.639,0.636,31.182,3.949,1
4.783,1.511,9.2,5.826,7.67,0.761,7.298,5.16,0.94,66.045,0.609,0.25,0.661,0.0,0.0,0.857,0.929,12.071,2.457,4
4.724,1.393,11.889,5.478,8.072,0.687,10.049,7.106,0.93,66.316,0.626,0.284,0.537,0.082,0.082,0.761,0.737,20.632,3.212,4
4.496,1.315,10.087,3.857,6.351,0.586,8.929,6.314,0.902,45.188,0.603,0.271,0.5,0.093,0.093,0.729,0.605,13.921,2.638,3
4.572,1.376,9.542,4.363,6.61,0.528,7.996,5.654,0.883,36.053,0.672,0.305,0.539,0.078,0.078,0.617,0.574,15.511,2.785,3
4.652,1.447,14.636,7.195,8.137,0.503,9.028,6.384,0.881,37.679,0.634,0.324,0.48,0.059,0.059,0.598,0.636,26.727,3.656,2
4.518,1.3,8.528,3.072,5.939,0.521,9.132,6.457,0.886,39.525,0.681,0.268,0.483,0.048,0.048,0.598,0.357,7.143,1.89,3
4.75,1.429,19.059,8.705,9.152,0.583,10.5,7.425,0.907,50.976,0.679,0.318,0.459,0.073,0.073,0.695,0.629,27.657,3.719,1
4.965,1.541,8.5,5.911,8.421,0.788,7.267,5.139,0.946,74.296,0.659,0.25,0.661,0.018,0.018,0.893,0.929,12.071,2.457,3
4.127,1.265,17.0,5.964,5.49,0.657,6.634,4.691,0.909,42.066,0.627,0.359,0.406,0.109,0.109,0.75,0.826,15.696,2.801,2
4.438,1.34,18.0,7.236,7.321,0.654,8.328,5.889,0.917,51.273,0.636,0.272,0.495,0.087,0.087,0.757,0.75,15.75,2.806,1
4.418,1.393,14.0,6.306,6.74,0.653,9.143,6.465,0.919,55.252,0.582,0.298,0.57,0.053,0.053,0.746,0.794,21.441,3.274,5
4.174,1.326,16.0,6.296,5.642,0.554,8.285,5.858,0.891,39.291,0.571,0.367,0.461,0.07,0.07,0.719,0.681,21.787,3.301,1
4.742,1.401,19.071,8.377,9.106,0.614,10.037,7.097,0.913,53.364,0.667,0.292,0.528,0.045,0.045,0.73,0.692,24.923,3.53,1
4.944,1.526,16.882,9.002,10.036,0.617,10.448,7.388,0.915,55.433,0.652,0.267,0.556,0.037,0.037,0.754,0.86,36.98,4.3,5
5.095,1.571,15.524,8.997,10.724,0.598,10.8,7.637,0.911,54.105,0.653,0.277,0.554,0.075,0.075,0.742,0.695,28.492,3.774,1
4.291,1.342,17.556,7.09,6.458,0.595,7.478,5.288,0.897,39.749,0.62,0.286,0.5,0.092,0.092,0.714,0.714,14.286,2.673,1
4.706,1.472,14.944,7.609,8.481,0.613,10.06,7.114,0.913,53.34,0.613,0.285,0.497,0.079,0.079,0.764,0.723,24.596,3.507,1
5.004,1.533,10.696,6.665,9.355,0.528,8.288,5.861,0.884,37.148,0.675,0.289,0.554,0.006,0.006,0.584,0.438,9.188,2.143,3
4.492,1.22,7.64,1.784,5.392,0.534,7.38,5.219,0.881,34.099,0.576,0.227,0.655,0.045,0.045,0.591,0.6,9.0,2.121,3
4.787,1.41,8.645,4.425,7.489,0.59,9.651,6.825,0.905,48.505,0.679,0.291,0.588,0.011,0.011,0.687,0.566,16.981,2.914,3
4.569,1.414,7.25,3.92,5.612,0.759,5.777,4.085,0.932,51.837,0.638,0.216,0.676,0.054,0.054,0.865,1.0,8.0,2.0,3
4.703,1.422,15.467,7.226,8.527,0.642,9.782,6.917,0.919,56.549,0.625,0.31,0.469,0.048,0.048,0.807,0.756,25.689,3.584,1
4.429,1.393,18.632,8.11,7.327,0.568,10.683,7.554,0.904,49.692,0.61,0.319,0.426,0.12,0.12,0.731,0.725,36.232,4.256,1
4.898,1.39,9.833,4.645,8.522,0.754,8.193,5.793,0.941,71.434,0.686,0.346,0.481,0.099,0.099,0.765,0.75,15.75,2.806,4
4.729,1.345,12.92,5.322,8.297,0.533,13.534,9.57,0.903,54.134,0.659,0.272,0.535,0.075,0.075,0.646,0.595,41.043,4.53,5
4.468,1.347,17.273,7.045,7.42,0.637,8.778,6.207,0.914,50.971,0.653,0.25,0.5,0.073,0.073,0.75,0.806,20.161,3.175,1
4.79,1.398,13.708,6.255,8.77,0.578,10.475,7.407,0.905,50.145,0.605,0.271,0.603,0.015,0.015,0.693,0.685,25.352,3.56,5
4.37,1.359,15.333,6.423,6.652,0.772,7.402,5.234,0.943,70.127,0.62,0.316,0.526,0.07,0.07,0.895,0.944,16.056,2.833,5
4.582,1.299,8.375,2.999,6.234,0.701,5.742,4.06,0.916,41.81,0.761,0.216,0.608,0.059,0.059,0.745,0.727,5.818,1.706,3
4.333,1.307,7.385,2.716,4.372,0.63,8.732,6.175,0.912,49.815,0.641,0.301,0.496,0.073,0.073,0.732,0.757,21.189,3.255,3
4.301,1.338,14.778,5.966,6.195,0.586,6.763,4.782,0.891,35.569,0.609,0.247,0.531,0.062,0.062,0.679,0.7,9.8,2.214,2
4.101,1.25,17.091,5.825,5.352,0.601,8.241,5.828,0.903,43.901,0.58,0.257,0.55,0.092,0.092,0.752,0.857,20.571,3.207,2
4.294,1.235,11.333,3.406,5.549,0.686,6.931,4.901,0.919,47.944,0.627,0.234,0.672,0.031,0.031,0.813,0.867,11.267,2.373,3
4.348,1.315,12.714,4.881,6.136,0.708,6.678,4.722,0.923,49.683,0.64,0.281,0.491,0.07,0.07,0.789,0.875,12.25,2.475,2
4.764,1.368,7.067,3.308,6.595,0.708,7.285,5.151,0.926,53.882,0.745,0.38,0.481,0.025,0.025,0.709,0.667,13.333,2.582,3
4.91,1.511,13.7,7.582,9.437,0.494,10.013,7.08,0.883,40.021,0.628,0.248,0.64,0.035,0.035,0.616,0.688,30.25,3.889,5
4.672,1.435,15.364,7.334,8.341,0.609,11.205,7.923,0.915,57.326,0.636,0.34,0.442,0.079,0.079,0.74,0.644,30.26,3.89,5
4.138,1.267,12.188,4.11,4.864,0.6,8.379,5.925,0.903,44.395,0.59,0.287,0.478,0.087,0.087,0.678,0.606,12.121,2.462,1
4.491,1.364,8.684,3.888,5.851,0.703,9.031,6.386,0.931,64.13,0.636,0.2,0.619,0.067,0.067,0.8,0.762,12.19,2.469,4
4.722,1.38,13.167,5.826,8.298,0.797,7.088,5.012,0.948,75.849,0.62,0.286,0.531,0.061,0.061,0.857,0.714,7.143,1.89,5
5.01,1.603,15.308,9.296,10.222,0.623,8.79,6.216,0.911,49.12,0.613,0.246,0.582,0.049,0.049,0.762,0.867,22.533,3.357,5
4.634,1.387,11.625,5.311,7.514,0.677,6.533,4.619,0.914,44.075,0.602,0.268,0.714,0.0,0.0,0.839,0.8,9.6,2.191,5
4.447,1.42,12.5,6.041,6.644,0.633,7.757,5.485,0.909,45.402,0.633,0.263,0.484,0.063,0.063,0.737,0.72,12.96,2.546,2
4.537,1.346,11.571,4.802,6.959,0.667,8.485,6.0,0.92,54.067,0.642,0.288,0.606,0.058,0.058,0.75,0.733,16.133,2.84,4
4.411,1.321,9.974,3.892,5.848,0.596,11.763,8.318,0.913,57.4,0.643,0.284,0.544,0.08,0.08,0.68,0.648,29.803,3.86,4
4.62,1.432,15.944,7.527,8.124,0.551,9.326,6.595,0.895,42.939,0.606,0.305,0.534,0.046,0.046,0.649,0.679,24.453,3.497,5
5.009,1.539,16.429,8.979,10.347,0.661,7.087,5.011,0.913,45.281,0.652,0.213,0.533,0.067,0.067,0.773,0.875,12.25,2.475,1
4.596,1.421,15.25,7.123,7.903,0.672,9.092,6.429,0.924,58.286,0.612,0.259,0.527,0.08,0.08,0.795,0.828,19.862,3.151,1
4.369,1.315,16.8,6.485,6.817,0.613,7.947,5.619,0.905,43.907,0.631,0.33,0.462,0.085,0.085,0.708,0.657,15.114,2.749,1
4.524,1.407,19.5,8.622,7.927,0.504,9.448,6.68,0.883,39.134,0.564,0.379,0.399,0.056,0.056,0.646,0.587,25.813,3.593,1
5.7,1.9,10.0,10.73,13.046,1.0,3.162,2.236,1.0,53018.981,0.7,0.143,0.857,0.0,0.0,1.0,1.0,1.0,0.707,3
4.372,1.245,11.059,3.41,5.921,0.569,7.804,5.518,0.892,38.742,0.559,0.343,0.495,0.067,0.067,0.733,0.694,17.361,2.946,3
4.976,1.485,15.857,8.117,10.099,0.538,13.872,9.809,0.905,55.707,0.659,0.294,0.574,0.05,0.05,0.677,0.605,47.163,4.856,5
4.598,1.389,11.969,5.468,7.383,0.554,10.833,7.66,0.901,48.513,0.645,0.312,0.417,0.093,0.093,0.672,0.571,25.143,3.546,2
4.596,1.39,11.75,5.395,7.325,0.638,7.579,5.359,0.909,45.101,0.624,0.273,0.511,0.125,0.125,0.727,0.625,9.375,2.165,5
4.815,1.462,14.0,7.123,8.953,0.469,12.294,8.693,0.884,44.089,0.621,0.282,0.585,0.049,0.049,0.585,0.583,40.833,4.518,5
4.632,1.288,12.2,4.367,7.622,0.597,12.34,8.726,0.915,59.562,0.632,0.307,0.544,0.044,0.044,0.722,0.735,44.831,4.735,5
4.207,1.284,19.333,7.107,6.143,0.69,7.428,5.252,0.922,51.679,0.612,0.352,0.451,0.07,0.07,0.803,0.88,19.36,3.111,2
4.749,1.467,14.188,7.253,8.613,0.599,9.027,6.383,0.906,47.11,0.643,0.226,0.582,0.034,0.034,0.705,0.697,16.03,2.831,5
4.326,1.316,16.722,6.456,6.567,0.452,7.839,5.543,0.861,30.378,0.605,0.28,0.527,0.082,0.082,0.555,0.588,17.647,2.97,2
4.574,1.326,12.818,5.059,7.416,0.738,8.758,6.193,0.938,70.869,0.66,0.312,0.548,0.086,0.086,0.817,0.897,23.31,3.414,4
4.894,1.51,13.565,7.514,9.328,0.59,10.417,7.366,0.908,51.5,0.654,0.289,0.529,0.039,0.039,0.696,0.661,25.78,3.59,5
4.591,1.422,23.154,10.219,8.541,0.542,9.395,6.643,0.893,42.302,0.598,0.306,0.494,0.078,0.078,0.694,0.673,24.891,3.528,1
4.486,1.339,15.571,6.288,7.332,0.688,7.184,5.08,0.92,49.86,0.587,0.281,0.469,0.078,0.078,0.797,0.889,14.222,2.667,2
4.824,1.456,12.364,6.411,8.721,0.691,8.06,5.7,0.925,55.885,0.647,0.227,0.568,0.08,0.08,0.784,0.65,8.45,2.055,5
4.394,1.266,10.9,3.6,6.006,0.78,8.142,5.757,0.947,79.362,0.633,0.377,0.507,0.043,0.043,0.855,0.808,16.962,2.912,4
4.437,1.398,13.368,6.116,6.744,0.591,9.412,6.655,0.905,47.668,0.646,0.274,0.61,0.049,0.049,0.701,0.733,24.2,3.479,4
4.801,1.387,13.694,6.122,8.829,0.56,12.43,8.79,0.906,54.453,0.635,0.393,0.45,0.051,0.051,0.709,0.618,46.959,4.846,5
5.023,1.486,14.75,7.696,10.219,0.661,8.794,6.218,0.92,54.782,0.65,0.217,0.557,0.07,0.07,0.774,0.96,23.04,3.394,5
4.343,1.303,16.5,6.221,6.642,0.545,7.675,5.427,0.885,36.167,0.576,0.316,0.482,0.07,0.07,0.702,0.75,20.25,3.182,1
4.712,1.356,9.455,4.095,7.36,0.683,6.962,4.923,0.918,47.603,0.644,0.418,0.373,0.075,0.075,0.701,0.643,11.571,2.405,3
4.648,1.332,9.5,3.835,7.02,0.681,11.872,8.395,0.933,73.997,0.668,0.335,0.512,0.084,0.084,0.754,0.721,35.309,4.202,4
4.829,1.419,13.125,6.274,8.888,0.762,7.807,5.521,0.942,70.613,0.61,0.313,0.563,0.047,0.047,0.891,1.0,20.0,3.162,4
4.717,1.353,17.3,7.118,8.809,0.607,7.983,5.645,0.903,43.377,0.618,0.374,0.505,0.047,0.047,0.72,0.625,15.625,2.795,1
4.782,1.408,11.833,5.645,8.38,0.662,7.888,5.578,0.917,50.036,0.613,0.264,0.586,0.046,0.046,0.759,0.87,17.391,2.949,5
4.511,1.409,10.941,5.299,6.665,0.677,9.239,6.533,0.925,60.056,0.634,0.305,0.458,0.136,0.136,0.746,0.722,18.778,3.064,4
4.399,1.357,15.214,6.354,6.801,0.643,9.387,6.638,0.918,54.851,0.615,0.382,0.405,0.076,0.076,0.794,0.78,30.42,3.9,2
4.236,1.331,17.444,6.922,6.138,0.573,7.183,5.079,0.89,36.389,0.611,0.281,0.49,0.094,0.094,0.729,0.852,19.593,3.13,1
4.541,1.385,13.556,6.043,7.355,0.689,7.605,5.378,0.922,52.604,0.639,0.295,0.5,0.077,0.077,0.795,0.826,15.696,2.801,2
5.058,1.515,51.5,22.367,11.85,0.854,8.671,6.131,0.966,127.367,0.709,0.068,0.849,0.0,0.0,1.0,1.0,5.0,1.581,1
4.906,1.481,17.313,8.642,9.866,0.437,12.592,8.904,0.877,41.95,0.673,0.254,0.508,0.05,0.05,0.558,0.486,33.528,4.094,1
4.763,1.401,11.692,5.506,8.247,0.632,7.787,5.506,0.909,45.336,0.684,0.288,0.587,0.067,0.067,0.702,0.7,14.7,2.711,5
4.966,1.426,11.85,5.86,9.414,0.582,8.964,6.339,0.901,44.892,0.688,0.233,0.595,0.043,0.043,0.693,0.658,16.447,2.868,3
4.182,1.258,15.9,5.454,5.676,0.616,7.772,5.496,0.905,43.439,0.604,0.292,0.531,0.052,0.052,0.708,0.714,14.286,2.673,2
4.449,1.218,9.8,2.601,6.005,0.735,8.908,6.299,0.938,71.107,0.667,0.337,0.418,0.102,0.102,0.827,0.879,25.485,3.57,4
4.313,1.308,11.411,4.298,5.672,0.496,12.54,8.867,0.891,47.311,0.598,0.366,0.424,0.097,0.097,0.683,0.671,63.114,5.618,2
4.598,1.354,12.906,5.415,7.564,0.542,11.022,7.794,0.898,47.868,0.661,0.337,0.516,0.051,0.051,0.619,0.522,25.043,3.539,5
4.419,1.323,14.308,5.596,6.791,0.624,8.506,6.014,0.91,47.858,0.608,0.292,0.451,0.097,0.097,0.726,0.697,16.03,2.831,2
4.474,1.351,16.231,6.678,7.341,0.649,9.431,6.669,0.919,56.049,0.626,0.311,0.492,0.091,0.091,0.803,0.756,23.439,3.423,2
4.932,1.487,9.44,5.642,8.586,0.64,9.829,6.95,0.918,56.372,0.691,0.331,0.503,0.061,0.061,0.693,0.759,31.13,3.945,3
4.53,1.365,9.955,4.403,6.502,0.626,9.258,6.546,0.913,51.602,0.598,0.305,0.504,0.084,0.084,0.771,0.775,24.025,3.466,1
4.344,1.337,13.857,5.588,6.301,0.574,9.79,6.922,0.902,47.168,0.588,0.281,0.497,0.064,0.064,0.725,0.708,24.083,3.47,2
4.589,1.38,16.125,6.981,7.972,0.659,7.484,5.292,0.914,47.313,0.69,0.191,0.697,0.034,0.034,0.697,0.824,11.529,2.401,4
4.78,1.439,17.412,8.183,9.175,0.568,9.765,6.905,0.9,46.355,0.611,0.315,0.47,0.088,0.088,0.718,0.719,29.491,3.84,2
4.733,1.398,15.917,7.113,8.75,0.613,8.466,5.986,0.907,46.273,0.607,0.276,0.474,0.069,0.069,0.707,0.781,19.531,3.125,2
4.798,1.453,13.25,6.721,8.738,0.571,11.006,7.783,0.905,51.273,0.671,0.229,0.602,0.056,0.056,0.651,0.807,37.123,4.308,5
4.242,1.29,12.4,4.472,5.483,0.677,7.543,5.334,0.919,50.408,0.637,0.342,0.392,0.089,0.089,0.772,0.778,16.333,2.858,2
4.608,1.352,9.692,4.142,6.861,0.582,11.316,8.001,0.909,53.747,0.632,0.285,0.527,0.084,0.084,0.707,0.706,33.882,4.116,4
4.749,1.467,7.952,4.823,6.974,0.617,7.97,5.636,0.906,44.449,0.707,0.297,0.661,0.008,0.008,0.653,0.486,8.257,2.032,3
4.769,1.5,15.727,8.244,8.928,0.488,9.085,6.424,0.877,36.726,0.65,0.28,0.498,0.098,0.098,0.578,0.635,25.397,3.563,2
4.548,1.358,12.917,5.473,7.288,0.616,10.848,7.671,0.916,56.961,0.668,0.261,0.556,0.072,0.072,0.696,0.759,31.13,3.945,5
4.529,1.39,15.583,6.894,7.575,0.658,8.995,6.36,0.92,55.278,0.615,0.304,0.539,0.043,0.043,0.809,0.857,25.714,3.586,1
4.707,1.379,19.333,8.226,8.933,0.81,6.171,4.364,0.948,70.49,0.741,0.116,0.674,0.0,0.0,0.837,1.0,5.0,1.581,3
4.61,1.449,19.429,9.08,8.402,0.684,7.975,5.639,0.923,54.056,0.618,0.274,0.44,0.095,0.095,0.75,0.696,11.13,2.359,1
4.511,1.396,15.444,6.902,7.454,0.676,7.973,5.638,0.921,52.767,0.612,0.306,0.518,0.059,0.059,0.776,0.846,18.615,3.051,2
5.0,1.333,9.75,3.946,9.064,0.701,7.581,5.361,0.925,54.632,0.709,0.181,0.699,0.036,0.036,0.771,0.8,9.6,2.191,5
4.348,1.286,18.667,6.861,6.877,0.607,6.425,4.543,0.894,35.68,0.616,0.377,0.391,0.101,0.101,0.667,0.731,13.885,2.635,1
4.545,1.337,10.1,4.121,6.628,0.782,7.861,5.558,0.947,77.713,0.673,0.265,0.529,0.059,0.059,0.882,0.889,14.222,2.667,4
4.534,1.37,9.733,4.37,6.46,0.712,8.607,6.086,0.932,63.589,0.603,0.318,0.443,0.102,0.102,0.83,0.75,15.75,2.806,3
4.795,1.432,9.733,5.098,7.912,0.705,8.524,6.028,0.93,61.571,0.658,0.26,0.625,0.052,0.052,0.844,0.92,21.16,3.253,4
4.759,1.512,16.842,8.826,9.0,0.491,8.777,6.206,0.877,35.903,0.641,0.337,0.439,0.044,0.044,0.566,0.522,18.783,3.065,1
